" ""id"""	" ""k"""	" ""j"""	" ""i"""	" ""f"""	" ""Active"""
2034	1	45	10	1	1
2035	1	45	11	1	1
2036	1	45	12	1	1
2037	1	45	13	1	1
2038	1	45	14	1	1
2039	1	45	15	1	1
2040	1	45	16	1	1
2041	1	45	17	1	1
2042	1	45	18	1	1
2043	1	45	19	1	1
2044	1	45	20	1	1
2045	1	45	21	1	1
2046	1	45	22	1	1
2047	1	45	23	1	1
2048	1	45	24	1	1
2049	1	45	25	1	1
2050	1	45	26	1	1
2051	1	45	27	1	1
2052	1	45	28	1	1
2053	1	45	29	1	1
2054	1	45	30	1	1
2055	1	45	31	1	1
2056	1	45	32	1	1
2057	1	45	33	1	1
2058	1	45	34	1	1
2059	1	45	35	1	1
2060	1	45	36	1	1
2061	1	45	37	1	1
2062	1	45	38	1	1
2063	1	45	39	1	1
2064	1	45	40	0	1
2065	1	45	41	0	1
2066	1	45	42	0	1
2067	1	45	43	0	1
2068	1	45	44	0	1
2069	1	45	45	0	1
2070	1	45	46	0	1
2071	1	46	1	0	1
2072	1	46	2	0	1
2073	1	46	3	0	1
2074	1	46	4	0	1
2075	1	46	5	0	1
2076	1	46	6	1	1
2077	1	46	7	1	1
2078	1	46	8	1	1
2079	1	46	9	1	1
2080	1	46	10	1	1
2081	1	46	11	1	1
2082	1	46	12	1	1
2083	1	46	13	1	1
2084	1	46	14	1	1
2085	1	46	15	1	1
2086	1	46	16	1	1
2087	1	46	17	1	1
2088	1	46	18	1	1
2089	1	46	19	1	1
2090	1	46	20	1	1
2091	1	46	21	1	1
2092	1	46	22	1	1
2093	1	46	23	1	1
2094	1	46	24	1	1
2095	1	46	25	1	1
2096	1	46	26	1	1
2097	1	46	27	1	1
2098	1	46	28	1	1
2099	1	46	29	1	1
2100	1	46	30	1	1
2101	1	46	31	1	1
2102	1	46	32	1	1
2103	1	46	33	1	1
2104	1	46	34	1	1
2105	1	46	35	1	1
2106	1	46	36	1	1
2107	1	46	37	1	1
2108	1	46	38	1	1
2109	1	46	39	1	1
2110	1	46	40	1	1
2111	1	46	41	0	1
2112	1	46	42	0	1
2113	1	46	43	0	1
2114	1	46	44	0	1
2115	1	46	45	0	1
2116	1	46	46	0	1
2117	1	47	1	0	1
2118	1	47	2	0	1
2119	1	47	3	0	1
2120	1	47	4	0	1
2121	1	47	5	0	1
2122	1	47	6	1	1
2123	1	47	7	1	1
2124	1	47	8	1	1
2125	1	47	9	1	1
2126	1	47	10	1	1
2127	1	47	11	1	1
2128	1	47	12	1	1
2129	1	47	13	1	1
2130	1	47	14	1	1
2131	1	47	15	1	1
2132	1	47	16	1	1
2133	1	47	17	1	1
2134	1	47	18	1	1
2135	1	47	19	1	1
2136	1	47	20	1	1
2137	1	47	21	1	1
2138	1	47	22	1	1
2139	1	47	23	1	1
2140	1	47	24	1	1
2141	1	47	25	1	1
2142	1	47	26	1	1
2143	1	47	27	1	1
2144	1	47	28	1	1
2145	1	47	29	1	1
2146	1	47	30	1	1
2147	1	47	31	1	1
2148	1	47	32	1	1
2149	1	47	33	1	1
2150	1	47	34	1	1
2151	1	47	35	1	1
2152	1	47	36	1	1
2153	1	47	37	1	1
2154	1	47	38	1	1
2155	1	47	39	1	1
2156	1	47	40	1	1
2157	1	47	41	0	1
2158	1	47	42	0	1
2159	1	47	43	0	1
2160	1	47	44	0	1
2161	1	47	45	0	1
2162	1	47	46	0	1
2163	1	48	1	0	1
2164	1	48	2	0	1
2165	1	48	3	0	1
2166	1	48	4	0	1
2167	1	48	5	0	1
2168	1	48	6	1	1
2169	1	48	7	1	1
2170	1	48	8	1	1
2171	1	48	9	1	1
2172	1	48	10	1	1
2173	1	48	11	1	1
2174	1	48	12	1	1
2175	1	48	13	1	1
2176	1	48	14	1	1
2177	1	48	15	1	1
2178	1	48	16	1	1
2179	1	48	17	1	1
2180	1	48	18	1	1
2181	1	48	19	1	1
2182	1	48	20	1	1
2183	1	48	21	1	1
2184	1	48	22	1	1
2185	1	48	23	1	1
2186	1	48	24	1	1
2187	1	48	25	1	1
2188	1	48	26	1	1
2189	1	48	27	1	1
2190	1	48	28	1	1
2191	1	48	29	1	1
2192	1	48	30	1	1
2193	1	48	31	1	1
2194	1	48	32	1	1
2195	1	48	33	1	1
2196	1	48	34	1	1
2197	1	48	35	1	1
2198	1	48	36	1	1
2199	1	48	37	1	1
2200	1	48	38	1	1
2201	1	48	39	1	1
2202	1	48	40	1	1
2203	1	48	41	1	1
2204	1	48	42	0	1
2205	1	48	43	0	1
2206	1	48	44	0	1
2207	1	48	45	0	1
2208	1	48	46	0	1
2209	1	49	1	0	1
2210	1	49	2	0	1
2211	1	49	3	0	1
2212	1	49	4	0	1
2213	1	49	5	0	1
2214	1	49	6	1	1
2215	1	49	7	1	1
2216	1	49	8	1	1
2217	1	49	9	1	1
2218	1	49	10	1	1
2219	1	49	11	1	1
2220	1	49	12	1	1
2221	1	49	13	1	1
2222	1	49	14	1	1
2223	1	49	15	1	1
2224	1	49	16	1	1
2225	1	49	17	1	1
2226	1	49	18	1	1
2227	1	49	19	1	1
2228	1	49	20	1	1
2229	1	49	21	1	1
2230	1	49	22	1	1
2231	1	49	23	1	1
2232	1	49	24	1	1
2233	1	49	25	1	1
2234	1	49	26	1	1
2235	1	49	27	1	1
2236	1	49	28	1	1
2237	1	49	29	1	1
2238	1	49	30	1	1
2239	1	49	31	1	1
2240	1	49	32	1	1
2241	1	49	33	1	1
2242	1	49	34	1	1
2243	1	49	35	1	1
2244	1	49	36	1	1
2245	1	49	37	1	1
2246	1	49	38	1	1
2247	1	49	39	1	1
2248	1	49	40	1	1
2249	1	49	41	1	1
2250	1	49	42	1	1
2251	1	49	43	0	1
2252	1	49	44	0	1
2253	1	49	45	0	1
2254	1	49	46	0	1
2255	1	50	1	0	1
2256	1	50	2	0	1
2257	1	50	3	0	1
2258	1	50	4	0	1
2259	1	50	5	1	1
2260	1	50	6	1	1
2261	1	50	7	1	1
2262	1	50	8	1	1
2263	1	50	9	1	1
2264	1	50	10	1	1
2265	1	50	11	1	1
2266	1	50	12	1	1
2267	1	50	13	1	1
2268	1	50	14	1	1
2269	1	50	15	1	1
2270	1	50	16	1	1
2271	1	50	17	1	1
2272	1	50	18	1	1
2273	1	50	19	1	1
2274	1	50	20	1	1
2275	1	50	21	1	1
2276	1	50	22	1	1
2277	1	50	23	1	1
2278	1	50	24	1	1
2279	1	50	25	1	1
2280	1	50	26	1	1
2281	1	50	27	1	1
2282	1	50	28	1	1
2283	1	50	29	1	1
2284	1	50	30	1	1
2285	1	50	31	1	1
2286	1	50	32	1	1
2287	1	50	33	1	1
2288	1	50	34	1	1
2289	1	50	35	1	1
2290	1	50	36	1	1
2291	1	50	37	1	1
2292	1	50	38	1	1
2293	1	50	39	1	1
2294	1	50	40	1	1
2295	1	50	41	1	1
2296	1	50	42	1	1
2297	1	50	43	1	1
2298	1	50	44	1	1
2299	1	50	45	1	1
2300	1	50	46	1	1
2301	1	51	1	0	1
2302	1	51	2	0	1
2303	1	51	3	0	1
2304	1	51	4	0	1
2305	1	51	5	1	1
2306	1	51	6	1	1
2307	1	51	7	1	1
2308	1	51	8	1	1
2309	1	51	9	1	1
2310	1	51	10	1	1
2311	1	51	11	1	1
2312	1	51	12	1	1
2313	1	51	13	1	1
2314	1	51	14	1	1
2315	1	51	15	1	1
2316	1	51	16	1	1
2317	1	51	17	1	1
2318	1	51	18	1	1
2319	1	51	19	1	1
2320	1	51	20	1	1
2321	1	51	21	1	1
2322	1	51	22	1	1
2323	1	51	23	1	1
2324	1	51	24	1	1
2325	1	51	25	1	1
2326	1	51	26	1	1
2327	1	51	27	1	1
2328	1	51	28	1	1
2329	1	51	29	1	1
2330	1	51	30	1	1
2331	1	51	31	1	1
2332	1	51	32	1	1
2333	1	51	33	1	1
2334	1	51	34	1	1
2335	1	51	35	1	1
2336	1	51	36	1	1
2337	1	51	37	1	1
2338	1	51	38	1	1
2339	1	51	39	1	1
2340	1	51	40	1	1
2341	1	51	41	1	1
2342	1	51	42	1	1
2343	1	51	43	1	1
2344	1	51	44	1	1
2345	1	51	45	1	1
2346	1	51	46	1	1
2347	1	52	1	0	1
2348	1	52	2	0	1
2349	1	52	3	0	1
2350	1	52	4	1	1
2351	1	52	5	1	1
2352	1	52	6	1	1
2353	1	52	7	1	1
2354	1	52	8	1	1
2355	1	52	9	1	1
2356	1	52	10	1	1
2357	1	52	11	1	1
2358	1	52	12	1	1
2359	1	52	13	1	1
2360	1	52	14	1	1
2361	1	52	15	1	1
2362	1	52	16	1	1
2363	1	52	17	1	1
2364	1	52	18	1	1
2365	1	52	19	1	1
2366	1	52	20	1	1
2367	1	52	21	1	1
2368	1	52	22	1	1
2369	1	52	23	1	1
2370	1	52	24	1	1
2371	1	52	25	1	1
2372	1	52	26	1	1
2373	1	52	27	1	1
2374	1	52	28	1	1
2375	1	52	29	1	1
2376	1	52	30	1	1
2377	1	52	31	1	1
2378	1	52	32	1	1
2379	1	52	33	1	1
2380	1	52	34	1	1
2381	1	52	35	1	1
2382	1	52	36	1	1
2383	1	52	37	1	1
2384	1	52	38	1	1
2385	1	52	39	1	1
2386	1	52	40	1	1
2387	1	52	41	1	1
2388	1	52	42	1	1
2389	1	52	43	1	1
2390	1	52	44	1	1
2391	1	52	45	1	1
2392	1	52	46	1	1
2393	1	53	1	0	1
2394	1	53	2	1	1
2395	1	53	3	1	1
2396	1	53	4	1	1
2397	1	53	5	1	1
2398	1	53	6	1	1
2399	1	53	7	1	1
2400	1	53	8	1	1
2401	1	53	9	1	1
2402	1	53	10	1	1
2403	1	53	11	1	1
2404	1	53	12	1	1
2405	1	53	13	1	1
2406	1	53	14	1	1
2407	1	53	15	1	1
2408	1	53	16	1	1
2409	1	53	17	1	1
2410	1	53	18	1	1
2411	1	53	19	1	1
2412	1	53	20	1	1
2413	1	53	21	1	1
2414	1	53	22	1	1
2415	1	53	23	1	1
2416	1	53	24	1	1
2417	1	53	25	1	1
2418	1	53	26	1	1
2419	1	53	27	1	1
2420	1	53	28	1	1
2421	1	53	29	1	1
2422	1	53	30	1	1
2423	1	53	31	1	1
2424	1	53	32	1	1
2425	1	53	33	1	1
2426	1	53	34	1	1
2427	1	53	35	1	1
2428	1	53	36	1	1
2429	1	53	37	1	1
2430	1	53	38	1	1
2431	1	53	39	1	1
2432	1	53	40	1	1
2433	1	53	41	1	1
2434	1	53	42	1	1
2435	1	53	43	1	1
2436	1	53	44	1	1
2437	1	53	45	1	1
2438	1	53	46	1	1
2439	1	54	1	1	1
2440	1	54	2	1	1
2441	1	54	3	1	1
2442	1	54	4	1	1
2443	1	54	5	1	1
2444	1	54	6	1	1
2445	1	54	7	1	1
2446	1	54	8	1	1
2447	1	54	9	1	1
2448	1	54	10	1	1
2449	1	54	11	1	1
2450	1	54	12	1	1
2451	1	54	13	1	1
2452	1	54	14	1	1
2453	1	54	15	1	1
2454	1	54	16	1	1
2455	1	54	17	1	1
2456	1	54	18	1	1
2457	1	54	19	1	1
2458	1	54	20	1	1
2459	1	54	21	1	1
2460	1	54	22	1	1
2461	1	54	23	1	1
2462	1	54	24	1	1
2463	1	54	25	1	1
2464	1	54	26	1	1
2465	1	54	27	1	1
2466	1	54	28	1	1
2467	1	54	29	1	1
2468	1	54	30	1	1
2469	1	54	31	1	1
2470	1	54	32	1	1
2471	1	54	33	1	1
2472	1	54	34	1	1
2473	1	54	35	1	1
2474	1	54	36	1	1
2475	1	54	37	1	1
2476	1	54	38	1	1
2477	1	54	39	1	1
2478	1	54	40	1	1
2479	1	54	41	1	1
2480	1	54	42	1	1
2481	1	54	43	1	1
2482	1	54	44	1	1
2483	1	54	45	1	1
2484	1	54	46	1	1
2485	1	55	1	1	1
2486	1	55	2	1	1
2487	1	55	3	1	1
2488	1	55	4	1	1
2489	1	55	5	1	1
2490	1	55	6	1	1
2491	1	55	7	1	1
2492	1	55	8	1	1
2493	1	55	9	1	1
2494	1	55	10	1	1
2495	1	55	11	1	1
2496	1	55	12	1	1
2497	1	55	13	1	1
2498	1	55	14	1	1
2499	1	55	15	1	1
2500	1	55	16	1	1
2501	1	55	17	1	1
2502	1	55	18	1	1
2503	1	55	19	1	1
2504	1	55	20	1	1
2505	1	55	21	1	1
2506	1	55	22	1	1
2507	1	55	23	1	1
2508	1	55	24	1	1
2509	1	55	25	1	1
2510	1	55	26	1	1
2511	1	55	27	1	1
2512	1	55	28	1	1
2513	1	55	29	1	1
2514	1	55	30	1	1
2515	1	55	31	1	1
2516	1	55	32	1	1
2517	1	55	33	1	1
2518	1	55	34	1	1
2519	1	55	35	1	1
2520	1	55	36	1	1
2521	1	55	37	1	1
2522	1	55	38	1	1
2523	1	55	39	1	1
2524	1	55	40	1	1
2525	1	55	41	1	1
2526	1	55	42	1	1
2527	1	55	43	1	1
2528	1	55	44	1	1
2529	1	55	45	1	1
2530	1	55	46	1	1
2531	1	56	1	1	1
2532	1	56	2	1	1
2533	1	56	3	1	1
2534	1	56	4	1	1
2535	1	56	5	1	1
2536	1	56	6	1	1
2537	1	56	7	1	1
2538	1	56	8	1	1
2539	1	56	9	1	1
2540	1	56	10	1	1
2541	1	56	11	1	1
2542	1	56	12	1	1
2543	1	56	13	1	1
2544	1	56	14	1	1
2545	1	56	15	0	1
2546	1	56	16	0	1
2547	1	56	17	0	1
2548	1	56	18	0	1
2549	1	56	19	0	1
2550	1	56	20	0	1
2551	1	56	21	0	1
2552	1	56	22	0	1
2553	1	56	23	0	1
2554	1	56	24	0	1
2555	1	56	25	0	1
2556	1	56	26	1	1
2557	1	56	27	1	1
2558	1	56	28	1	1
2559	1	56	29	1	1
2560	1	56	30	1	1
2561	1	56	31	0	1
2562	1	56	32	0	1
2563	1	56	33	0	1
2564	1	56	34	0	1
2565	1	56	35	0	1
2566	1	56	36	0	1
2567	1	56	37	0	1
2568	1	56	38	0	1
2569	1	56	39	0	1
2570	1	56	40	0	1
2571	1	56	41	0	1
2572	1	56	42	0	1
2573	1	56	43	0	1
2574	1	56	44	0	1
2575	1	56	45	0	1
2576	1	56	46	0	1
2577	1	57	1	1	1
2578	1	57	2	1	1
2579	1	57	3	1	1
2580	1	57	4	1	1
2581	1	57	5	0	1
2582	1	57	6	0	1
2583	1	57	7	0	1
2584	1	57	8	0	1
2585	1	57	9	0	1
2586	1	57	10	0	1
2587	1	57	11	0	1
2588	1	57	12	0	1
2589	1	57	13	0	1
2590	1	57	14	0	1
2591	1	57	15	0	1
2592	1	57	16	0	1
2593	1	57	17	0	1
2594	1	57	18	0	1
2595	1	57	19	0	1
2596	1	57	20	0	1
2597	1	57	21	0	1
2598	1	57	22	0	1
2599	1	57	23	0	1
2600	1	57	24	0	1
2601	1	57	25	0	1
2602	1	57	26	0	1
2603	1	57	27	0	1
2604	1	57	28	0	1
2605	1	57	29	0	1
2606	1	57	30	0	1
2607	1	57	31	0	1
2608	1	57	32	0	1
2609	1	57	33	0	1
2610	1	57	34	0	1
2611	1	57	35	0	1
2612	1	57	36	0	1
2613	1	57	37	0	1
2614	1	57	38	0	1
2615	1	57	39	0	1
2616	1	57	40	0	1
2617	1	57	41	0	1
2618	1	57	42	0	1
2619	1	57	43	0	1
2620	1	57	44	0	1
2621	1	57	45	0	1
2622	1	57	46	0	1
2623	1	58	1	0	1
2624	1	58	2	0	1
2625	1	58	3	0	1
2626	1	58	4	0	1
2627	1	58	5	0	1
2628	1	58	6	0	1
2629	1	58	7	0	1
2630	1	58	8	0	1
2631	1	58	9	0	1
2632	1	58	10	0	1
2633	1	58	11	0	1
2634	1	58	12	0	1
2635	1	58	13	0	1
2636	1	58	14	0	1
2637	1	58	15	0	1
2638	1	58	16	0	1
2639	1	58	17	0	1
2640	1	58	18	0	1
2641	1	58	19	0	1
2642	1	58	20	0	1
2643	1	58	21	0	1
2644	1	58	22	0	1
2645	1	58	23	0	1
2646	1	58	24	0	1
2647	1	58	25	0	1
2648	1	58	26	0	1
2649	1	58	27	0	1
2650	1	58	28	0	1
2651	1	58	29	0	1
2652	1	58	30	0	1
2653	1	58	31	0	1
2654	1	58	32	0	1
2655	1	58	33	0	1
2656	1	58	34	0	1
2657	1	58	35	0	1
2658	1	58	36	0	1
2659	1	58	37	0	1
2660	1	58	38	0	1
2661	1	58	39	0	1
2662	1	58	40	0	1
2663	1	58	41	0	1
2664	1	58	42	0	1
2665	1	58	43	0	1
2666	1	58	44	0	1
2667	1	58	45	0	1
2668	1	58	46	0	1
2669	1	59	1	0	1
2670	1	59	2	0	1
2671	1	59	3	0	1
2672	1	59	4	0	1
2673	1	59	5	0	1
2674	1	59	6	0	1
2675	1	59	7	0	1
2676	1	59	8	0	1
2677	1	59	9	0	1
2678	1	59	10	0	1
2679	1	59	11	0	1
2680	1	59	12	0	1
2681	1	59	13	0	1
2682	1	59	14	0	1
2683	1	59	15	0	1
2684	1	59	16	0	1
2685	1	59	17	0	1
2686	1	59	18	0	1
2687	1	59	19	0	1
2688	1	59	20	0	1
2689	1	59	21	0	1
2690	1	59	22	0	1
2691	1	59	23	0	1
2692	1	59	24	0	1
2693	1	59	25	0	1
2694	1	59	26	0	1
2695	1	59	27	0	1
2696	1	59	28	0	1
2697	1	59	29	0	1
2698	1	59	30	0	1
2699	1	59	31	0	1
2700	1	59	32	0	1
2701	1	59	33	0	1
2702	1	59	34	0	1
2703	1	59	35	0	1
2704	1	59	36	0	1
2705	1	59	37	0	1
2706	1	59	38	0	1
2707	1	59	39	0	1
2708	1	59	40	0	1
2709	1	59	41	0	1
2710	1	59	42	0	1
2711	1	59	43	0	1
2712	1	59	44	0	1
2713	1	59	45	0	1
2714	1	59	46	0	1
